"Time","Humidite_Interieur_Sud.mean","Humidite_Interieur_Nord.mean","Humidite_RELATIVE_E4000.mean","Humidite_ABSOLUE_E4000.mean"
"2021-05-18-16",47.58325,50.66675,38.25,8.229
"2021-05-18-17",48,51.16675,39,8.276
"2021-05-18-18",48,51,39,8.1925
"2021-05-18-19",48,51,39,8.169
"2021-05-18-20",47.83325,51,39,8.09
"2021-05-18-21",47,51,39,8.08675
"2021-05-18-22",47,50.83325,39,8.06325
"2021-05-18-23",47,50,39,8.04175
"2021-05-19-00",47,50,38.58325,7.95925
"2021-05-19-01",47,50,38,7.84675
"2021-05-19-02",47,50,38,7.85
"2021-05-19-03",47,50,38,7.8735
"2021-05-19-04",47,50,38,7.88
"2021-05-19-05",47,50,37.08325,7.69675
"2021-05-19-06",47,50,37,7.6865
"2021-05-19-07",47,50,37,7.68675
"2021-05-19-08",47,50.75,37,7.79425
"2021-05-19-09",47,51,37.5,7.98325
"2021-05-19-10",47.33325,52.66675,37.83325,8.1115
"2021-05-19-11",48,53.08325,38,8.16825
"2021-05-19-12",48,54,38.75,8.22575
"2021-05-19-13",48,53.08325,38,8.08675
"2021-05-19-14",48,53,38,8.09675
"2021-05-19-15",48,53,38,8.10325
"2021-05-19-16",48,53,38,8.09
"2021-05-19-17",48,53,39,8.2465
"2021-05-19-18",48,53,39,8.19925
"2021-05-19-19",48,53,39,8.19075
"2021-05-19-20",48,53,39,8.0985
"2021-05-19-21",48,53,39,8.07675
"2021-05-19-22",47.58325,53,39,8.048
"2021-05-19-23",47,51.66675,39,7.99175
"2021-05-20-00",47,51,39,7.95425
"2021-05-20-01",47,51,38.83325,7.921
"2021-05-20-02",47,51,38,7.79575
"2021-05-20-03",47,51,38,7.8
"2021-05-20-04",47,51,38,7.81325
"2021-05-20-05",47,51,37.08325,7.655
"2021-05-20-06",47,51,37,7.63825
"2021-05-20-07",47,51,37,7.651
"2021-05-20-08",47,50.66675,37,7.63775
"2021-05-20-09",47,51,37,7.79675
"2021-05-20-10",47.41675,51.66675,37,7.8515
"2021-05-20-11",46.3335,50.16675,35.75,7.70725
"2021-05-20-12",47,51.33325,36.66675,7.95425
"2021-05-20-13",47.66675,52.83325,37.08325,8.005
"2021-05-20-14",46.1665,50.41675,36.25,7.9
"2021-05-20-15",45.8335,49.8335,35.5,7.939
"2021-05-20-16",47,52.16675,37,8.14075
"2021-05-20-17",47,53,37.75,8.295
"2021-05-20-18",47.5,53,38,8.35
"2021-05-20-19",48,53.08325,38.66675,8.47175
"2021-05-20-20",48,54,39.5,8.526
"2021-05-20-21",48,53.83325,40,8.565
"2021-05-20-22",48,53,40,8.53175
"2021-05-20-23",48,53,40,8.486
"2021-05-21-00",48,53,40,8.441
"2021-05-21-01",48,52,40,8.40325
"2021-05-21-02",48,51,40,8.325
"2021-05-21-03",48,51,40,8.3
"2021-05-21-04",48,51,39.58325,8.20925
"2021-05-21-05",48,51,39,8.049
"2021-05-21-06",48,51,39,8.04575
"2021-05-21-07",48,51,39,8
"2021-05-21-08",48,51,39,8.04425
"2021-05-21-09",48,51,39,8.20325
"2021-05-21-10",48.6665,52.8335,40.16675,8.455
"2021-05-21-11",50.25,54,41,8.49725
"2021-05-21-12",50,54,41,8.5015
"2021-05-21-13",50,54,41,8.711
"2021-05-21-14",50,54.08325,40.4165,8.80325
"2021-05-21-15",49.75,54,40,8.79
"2021-05-21-16",49.08325,54,40.33325,8.89575
"2021-05-21-17",50,54,41.5,8.8765
"2021-05-21-18",50,54,41.75,8.8215
"2021-05-21-19",49.91675,54,41,8.61
"2021-05-21-20",49,53,41,8.58075
"2021-05-21-21",49,53,40.4165,8.39575
"2021-05-21-22",48.83325,51.33325,41,8.51425
"2021-05-21-23",48.5,51,40.91675,8.45925
"2021-05-22-00",49,51,41,8.40575
"2021-05-22-01",49,51,41,8.34325
"2021-05-22-02",49,51,41,8.28675
"2021-05-22-03",49,51,41,8.22
"2021-05-22-04",49,50.25,40.08325,7.99925
"2021-05-22-05",49,50,40,7.92825
"2021-05-22-06",49,50,40,7.901
"2021-05-22-07",49,50,40,7.8775
"2021-05-22-08",49,50,40,7.90925
"2021-05-22-09",49,50,39.66675,7.81325
"2021-05-22-10",49.41675,50,39.08325,7.705
"2021-05-22-11",50,50,39.58325,7.8385
"2021-05-22-12",50,50,40,7.93
"2021-05-22-13",50,50.66675,40,7.98
"2021-05-22-14",50,51,40,8.07575
"2021-05-22-15",50,51,40,8.105
"2021-05-22-16",50,51,40,8.1725
"2021-05-22-17",50,51,40.08325,8.21025
"2021-05-22-18",50,52.33325,40.75,8.395
"2021-05-22-19",50,53,41,8.40975
"2021-05-22-20",50,53,41,8.36425
"2021-05-22-21",49.08325,51.16675,40.83325,8.294
"2021-05-22-22",48.41675,50.66675,40,8.0835
"2021-05-22-23",48.83325,50,40.91675,8.2525
"2021-05-23-00",49,50,41,8.22425
"2021-05-23-01",49,50,40.83325,8.14925
"2021-05-23-02",49,50,40,7.96675
"2021-05-23-03",49,50,40,7.93675
"2021-05-23-04",49,50,40,7.92575
"2021-05-23-05",49,50,40,7.88
"2021-05-23-06",49,50,40,7.8635
"2021-05-23-07",49,50,40,7.84325
"2021-05-23-08",49,50,40,7.87675
"2021-05-23-09",49,50,40,7.8735
"2021-05-23-10",49,50,39.83325,7.84675
"2021-05-23-11",49,50,39,7.75
"2021-05-23-12",49,50,39.4165,7.86325
"2021-05-23-13",49,50,39.41675,7.89825
"2021-05-23-14",49.8335,50,39.91675,8.08
"2021-05-23-15",49.75,50,40,8.1765
"2021-05-23-16",49,50.83325,39.91675,8.22325
"2021-05-23-17",49,51,40,8.251
"2021-05-23-18",49,51,40,8.245
"2021-05-23-19",49,51,40.58325,8.33075
"2021-05-23-20",49,51,41,8.3975
"2021-05-23-21",49,50.41675,41,8.36425
"2021-05-23-22",48.33325,50,41,8.31825
"2021-05-23-23",48,50,41,8.28675
"2021-05-24-00",48,50,41,8.2285
"2021-05-24-01",48,50,40.5,8.10325
"2021-05-24-02",48.8335,50,40,7.96
"2021-05-24-03",49,50,40,7.93
"2021-05-24-04",49,49.58325,40,7.90925
"2021-05-24-05",48.58325,49,40,7.88
"2021-05-24-06",48.33325,49,40,7.871
"2021-05-24-07",49,49,40,7.8465
"2021-05-24-08",49,49,40,7.84325
"2021-05-24-09",49,49.58325,40,7.84
"2021-05-24-10",49,50,40,7.84
"2021-05-24-11",49,50,40,7.84
"2021-05-24-12",49,50,40,7.84
"2021-05-24-13",49,50,40,7.8715
"2021-05-24-14",49.91675,50,40,7.95325
"2021-05-24-15",50,50,40,7.96425
"2021-05-24-16",49.5,50,40,7.95
"2021-05-24-17",49,50,40,7.97
"2021-05-24-18",49,50,40,7.94
"2021-05-24-19",49,50,40.83325,8.1165
"2021-05-24-20",49,50.91675,41,8.12575
"2021-05-24-21",49,50.08325,41,8.10925
"2021-05-24-22",49,50,41,8.08425
"2021-05-24-23",49,50,41,8.05075
"2021-05-25-00",49,50,41,8.03
"2021-05-25-01",49,50,40.5,7.935
"2021-05-25-02",49,50,40,7.84
"2021-05-25-03",49,49.33325,40,7.84
"2021-05-25-04",49,49,40,7.8275
"2021-05-25-05",48.16675,49,39.41675,7.7085
"2021-05-25-06",48,48.66675,39,7.64
"2021-05-25-07",48.66675,48,39,7.64
"2021-05-25-08",49,48.25,39,7.679
"2021-05-25-09",49.91675,49,39,7.71675
"2021-05-25-10",50,49,39,7.7285
"2021-05-25-11",50,49.91675,38.66675,7.82525
"2021-05-25-12",49,49.25,37.58325,7.8485
"2021-05-25-13",46.41675,47.41675,35.58325,7.475
"2021-05-25-14",43.75025,44.66675,33.75,7.339
"2021-05-25-15",46.5,47.8335,35.75,7.65975
"2021-05-25-16",47,48.91675,36.4165,7.76825
"2021-05-25-17",47,49,37,7.85575
"2021-05-25-18",47,49,37,7.89075
"2021-05-25-19",47.08325,49,37.83325,8.0985
"2021-05-25-20",48,49.83325,38.58325,8.19675
"2021-05-25-21",48,50,39,8.22675
"2021-05-25-22",47.5,49.91675,39,8.18825
"2021-05-25-23",47,49,39,8.1275
"2021-05-26-00",47,49,39,8.08325
"2021-05-26-01",47,49,39,8.03325
"2021-05-26-02",47,49,39,7.9635
"2021-05-26-03",47,48.91675,38.58325,7.911
"2021-05-26-04",47,48,38,7.751
"2021-05-26-05",47,48,38,7.73
"2021-05-26-06",47,48,37.58325,7.616
"2021-05-26-07",47,48,37,7.4935
"2021-05-26-08",47.33325,48.75,37,7.5775
"2021-05-26-09",48,49.25,38,7.75675
"2021-05-26-10",48,49.66675,37.66675,7.759
"2021-05-26-11",48.66675,50.66675,38,7.88425
"2021-05-26-12",48.16675,50.16675,37.33325,7.73575
"2021-05-26-13",48,50,37.08325,7.7
"2021-05-26-14",48,50.25,37.25,7.8275
"2021-05-26-15",48.66675,51,38,8.0675
"2021-05-26-16",49,51,38,8.1515
"2021-05-26-17",49,51,38,8.24675
"2021-05-26-18",48.5,51,38.25,8.34675
"2021-05-26-19",48.1665,51,38.91675,8.4765
"2021-05-26-20",48.41675,51,39.83325,8.64075
"2021-05-26-21",48.1665,51,40,8.66925
"2021-05-26-22",48.83325,51,40,8.661
"2021-05-26-23",49,51,40.16675,8.6625
"2021-05-27-00",48.16675,51,40.91675,8.76175
"2021-05-27-01",48.1665,50.41675,41,8.704
"2021-05-27-02",48,50,41,8.64775
"2021-05-27-03",48,50,41,8.58075
"2021-05-27-04",48,50,40.16675,8.335
"2021-05-27-05",48,50,40,8.2625
"2021-05-27-06",48,50,40,8.22325
"2021-05-27-07",48,50,40,8.1935
"2021-05-27-08",48,50,40,8.2525
"2021-05-27-09",48.58325,50.91675,40,8.27925
"2021-05-27-10",49.58325,52.16675,40.5,8.38425
"2021-05-27-11",49.83325,51.16675,40.08325,8.294
"2021-05-27-12",50,53,41,8.485
"2021-05-27-13",50.8335,53,41,8.51825
"2021-05-27-14",50.08325,53,40.75,8.59325
"2021-05-27-15",49.91675,52.16675,39.5835,8.56975
"2021-05-27-16",49,51,39.16675,8.6615
"2021-05-27-17",49.5,52.5,40,8.89425
"2021-05-27-18",49.25,52.66675,40,9.0025
"2021-05-27-19",49.75,52.33325,40.41675,9.18575
"2021-05-27-20",49.66675,52.16675,41,9.27175
"2021-05-27-21",49,51.33325,41.33325,9.24575
"2021-05-27-22",49,51,42,9.38
"2021-05-27-23",49,51,42,9.33425
"2021-05-28-00",49,51,42,9.27175
"2021-05-28-01",49,51,42,9.225
"2021-05-28-02",49,50.41675,42,9.1325
"2021-05-28-03",49,50,42,9.024
"2021-05-28-04",49,50,42,8.92825
"2021-05-28-05",49.33325,50,41,8.63
"2021-05-28-06",50,50,41,8.53925
"2021-05-28-07",50,50.4165,41,8.4975
"2021-05-28-08",50,51,41,8.52675
"2021-05-28-09",50,51,41,8.60925
"2021-05-28-10",50.75,52.08325,41.33325,8.6825
"2021-05-28-11",51,53,41,8.78725
"2021-05-28-12",51,53,41,8.725
"2021-05-28-13",51,53,41,8.6875
"2021-05-28-14",51,53.66675,41.5,8.86
"2021-05-28-15",51,54,42,9.06575
"2021-05-28-16",51,54,42,9.21
"2021-05-28-17",51,54,42,9.37525
"2021-05-28-18",50.91675,54,42,9.58575
"2021-05-28-19",51,54,42,9.7425
"2021-05-28-20",51,54,42.91675,9.98
"2021-05-28-21",50.83325,54,43,10
"2021-05-28-22",50,54,43,10
"2021-05-28-23",50,53.75,43,10.01675
"2021-05-29-00",50,53,43,10
"2021-05-29-01",50,53,43,9.98
"2021-05-29-02",50,52.16675,43,9.89575
"2021-05-29-03",50,51,43,9.82
"2021-05-29-04",50,51,43,9.7265
"2021-05-29-05",50,51,43,9.59425
"2021-05-29-06",50,51,43,9.5125
"2021-05-29-07",50,51,42.58325,9.3625
"2021-05-29-08",50,51,42,9.23
"2021-05-29-09",50.16675,52,42,9.195
"2021-05-29-10",51,53,42,9.149
"2021-05-29-11",50.75,53,42,9.12425
"2021-05-29-12",50,53,42,9.1325
"2021-05-29-13",50.16675,53,41.91675,9.19175
"2021-05-29-14",50,53,41.41675,9.1225
"2021-05-29-15",50,53,42,9.33825
"2021-05-29-16",50,53,41.91675,9.49575
"2021-05-29-17",50,53,41.5,9.58675
"2021-05-29-18",50,53,41,9.58575
"2021-05-29-19",50,53,41.5,9.785
"2021-05-29-20",50,53,42,9.905
"2021-05-29-21",50,53,42.91675,10.09
"2021-05-29-22",50,53,43,10.13
"2021-05-29-23",50,53,43,10.11
"2021-05-30-00",50,52.5,43,10.065
"2021-05-30-01",50,51,43,10.02925
"2021-05-30-02",50,51,43,10
"2021-05-30-03",49.75,51,43,9.92575
"2021-05-30-04",49.16675,51,43,9.8
"2021-05-30-05",49.1665,51,42,9.455
"2021-05-30-06",50,51,42,9.36825
"2021-05-30-07",50,51,42,9.29675
"2021-05-30-08",50,51,41.33325,9.2125
"2021-05-30-09",50,51,41,9.085
"2021-05-30-10",50,51,41,9.04725
"2021-05-30-11",50,51,41,9.06
"2021-05-30-12",50,51,41,9.11
"2021-05-30-13",50,53,41,9.16825
"2021-05-30-14",50.08325,53,41,9.24925
"2021-05-30-15",50.5,53,41,9.3885
"2021-05-30-16",50.66675,53,41.91675,9.74325
"2021-05-30-17",50,53,41.8335,9.83425
"2021-05-30-18",50,53,41.3335,9.88575
"2021-05-30-19",50,53,41.33325,10.04075
"2021-05-30-20",50,53,42,10.245
"2021-05-30-21",49.91675,53,42,10.18
"2021-05-30-22",49.16675,53,42.08325,10.20575
"2021-05-30-23",49,52.33325,42.1665,10.2265
"2021-05-31-00",49,51,42.08325,10.11
"2021-05-31-01",49,51,42,10.035
"2021-05-31-02",49,51,42,9.95575
"2021-05-31-03",49,50.41675,42,9.84075
"2021-05-31-04",49,50,42,9.77
"2021-05-31-05",49,50,42,9.70825
"2021-05-31-06",49,50,42,9.60425
"2021-05-31-07",49.5,50,41.75,9.455
"2021-05-31-08",46.33325,47.8335,37.58325,8.4775
"2021-05-31-09",47.33325,47.75,38.5,8.75175
"2021-05-31-10",48.08325,49.25,39.33325,8.87825
"2021-05-31-11",47.83325,49.25025,38.83325,8.7475
"2021-05-31-12",47.83325,49,38.5,8.72475
"2021-05-31-13",48.75,49.75,39.25025,9.0635
"2021-05-31-14",48,49.0835,37.75,8.956
"2021-05-31-15",46.08325,47.5,35.6665,8.6935
"2021-05-31-16",45,47.5,35.83325,8.88725
"2021-05-31-17",46.83325,48.83325,37.75,9.3865
"2021-05-31-18",47,49,38,9.55675
"2021-05-31-19",47.41675,49.58325,38.91675,9.7675
"2021-05-31-20",48,50,40,10.025
"2021-05-31-21",48,50,40.08325,9.98575
"2021-05-31-22",48,50,41,10.195
"2021-05-31-23",48,50,41,10.16925
"2021-06-01-00",48,50,41,10.11
"2021-06-01-01",48,50,41,10.055
"2021-06-01-02",48,50,41,9.95
"2021-06-01-03",48.16675,50,41,9.84825
"2021-06-01-04",49,50,41,9.73675
"2021-06-01-05",49,50,41,9.61825
"2021-06-01-06",49,50,41,9.58
"2021-06-01-07",49,50,41,9.5385
"2021-06-01-08",49.08325,50,40.58325,9.41675
"2021-06-01-09",49.83325,50.58325,40.75,9.4115
"2021-06-01-10",51.5,52.58325,42,9.6435
"2021-06-01-11",53,54.25,42.5,9.8675
"2021-06-01-12",53,54.16675,42.41675,9.90325
"2021-06-01-13",53,54,42.08325,9.8975
"2021-06-01-14",51.3335,53,41.25,9.96175
"2021-06-01-15",49.16675,50.5,39,9.71
"2021-06-01-16",48,50,38.16675,9.68825
"2021-06-01-17",48.58325,50.33325,39.83325,10.16975
"2021-06-01-18",49,51,40,10.34
"2021-06-01-19",49,51,40.66675,10.52325
"2021-06-01-20",49,51,41,10.61
"2021-06-01-21",49,51,41,10.6
"2021-06-01-22",49,51,41.83325,10.79675
"2021-06-01-23",49,50.91675,42,10.8
"2021-06-02-00",49,50,42,10.75
"2021-06-02-01",49,50,41.91675,10.66425
"2021-06-02-02",48.8335,50,41.25,10.4015
"2021-06-02-03",48.91675,50,41,10.225
"2021-06-02-04",49,50,41,10.16075
"2021-06-02-05",49,50,41,10.09
"2021-06-02-06",49,50,41,10.04575
"2021-06-02-07",49,50,41,9.95925
"2021-06-02-08",48.58325,49.5,40.16675,9.645
"2021-06-02-09",49.66675,50.41675,40.91675,9.7865
"2021-06-02-10",50.75,51.66675,41.91675,9.835
"2021-06-02-11",51,53,42,9.91925
"2021-06-02-12",51,53,42,9.86575
"2021-06-02-13",51,53,41.66675,9.80675
"2021-06-02-14",51,53,41,9.68575
"2021-06-02-15",51,53,41,9.69
"2021-06-02-16",51,53,41.5835,9.83
"2021-06-02-17",51,53,41.83325,9.911
"2021-06-02-18",51,53,42,9.9715
"2021-06-02-19",51,53,42,9.94275
"2021-06-02-20",51,53,42,9.925
"2021-06-02-21",51,53,42,9.875
"2021-06-02-22",51,53,42,9.82
"2021-06-02-23",51,53,42,9.81
"2021-06-03-00",51,53,42,9.76
"2021-06-03-01",51,53,42,9.7225
"2021-06-03-02",51,53,42,9.64675
"2021-06-03-03",51,53,42,9.57
"2021-06-03-04",51,53,42,9.451
"2021-06-03-05",51,53,42,9.36925
"2021-06-03-06",51.66675,53,42,9.2925
"2021-06-03-07",53,53,42,9.23
"2021-06-03-08",55.9165,55.58325,45,9.8775
"2021-06-03-09",57.41675,57.8335,46.5,10.22825
"2021-06-03-10",56.75,58,46,10.075
"2021-06-03-11",56,58,46,10.1135
"2021-06-03-12",56,57.08325,45,9.915
"2021-06-03-13",56,58.16675,45.6665,10.3585
"2021-06-03-14",56,58.16675,45.91675,10.55075
"2021-06-03-15",56,58.5,46,10.71
"2021-06-03-16",57.8335,61.33325,49.08325,11.4425
"2021-06-03-17",59.66675,61.91675,49.91675,11.6025
"2021-06-03-18",57.91675,60.83325,48.66675,11.31325
"2021-06-03-19",57,60,48,11.16
"2021-06-03-20",56.25,58.33325,47.33325,10.95575
"2021-06-03-21",56,58,47,10.845
"2021-06-03-22",56,57.91675,47,10.795
"2021-06-03-23",56,57.08325,47,10.74
"2021-06-04-00",55.75,57,47,10.715
"2021-06-04-01",55.75,57,47,10.615
"2021-06-04-02",55.41675,57,46.25,10.395
"2021-06-04-03",55.1665,57,46,10.28
"2021-06-04-04",55,57,46,10.22
"2021-06-04-05",55,56.83325,46,10.16075
"2021-06-04-06",55,56,45.66675,10.045
"2021-06-04-07",55,56,45,9.885
"2021-06-04-08",55.41675,57.5835,45.75,10.06325
"2021-06-04-09",56.08325,58.16675,46.49975,10.24575
"2021-06-04-10",62.41675,63.5,51.4165,11.401
"2021-06-04-11",61.58325,64.5,51.08325,11.50925
"2021-06-04-12",60.91675,62.83325,49.5,11.195
"2021-06-04-13",60,61.75,48.66675,11.08075
"2021-06-04-14",58,61,48,11.05325
"2021-06-04-15",57.41675,60.58325,48,11.19
"2021-06-04-16",57,60,48,11.26175
"2021-06-04-17",56.91675,60,48,11.42825
"2021-06-04-18",56,58.33325,47.41675,11.355
"2021-06-04-19",56,58,47,11.36075
"2021-06-04-20",55.58325,58,48,11.615
"2021-06-04-21",55,58,47.5,11.545
"2021-06-04-22",55,57.25,47,11.43
"2021-06-04-23",55,57,47,11.435
"2021-06-05-00",55,57,47,11.40075
"2021-06-05-01",55,57,47,11.345
"2021-06-05-02",55,57,47,11.25425
"2021-06-05-03",55,56.5,47,11.135
"2021-06-05-04",55,56,47,11.065
"2021-06-05-05",55,56,47,10.99
"2021-06-05-06",55,56,46.83325,10.93
"2021-06-05-07",55.08325,56,46,10.68
"2021-06-05-08",55.16675,56,46,10.645
"2021-06-05-09",55.1665,56.25,46,10.625
"2021-06-05-10",55.4165,57,46,10.64
"2021-06-05-11",55.16675,57,45.41675,10.52575
"2021-06-05-12",55,57,45,10.46
"2021-06-05-13",55,57,45,10.485
"2021-06-05-14",55,57,45,10.53
"2021-06-05-15",55,57,45,10.625
"2021-06-05-16",55,57,45,10.825
"2021-06-05-17",55,57,45,10.995
"2021-06-05-18",55,57,45,11.115
"2021-06-05-19",55,57,45.25,11.355
"2021-06-05-20",55,57,46,11.54675
"2021-06-05-21",54.16675,57,46,11.465
"2021-06-05-22",54,56.58325,46,11.4225
"2021-06-05-23",54,56,46,11.37
"2021-06-06-00",54,56,46,11.33
"2021-06-06-01",54,55.91675,46,11.295
"2021-06-06-02",54,55,46,11.18575
"2021-06-06-03",54,55,46,11.125
"2021-06-06-04",54,55,46,11.025
"2021-06-06-05",54,55,45.25,10.76
"2021-06-06-06",54,55,45,10.655
"2021-06-06-07",54,55.16675,45,10.59
"2021-06-06-08",54.75,56,45,10.535
"2021-06-06-09",54.5,56,45,10.545
"2021-06-06-10",54,56,45,10.555
"2021-06-06-11",54.16675,56,45,10.525
"2021-06-06-12",54.75,56,44.91675,10.555
"2021-06-06-13",55,56,44,10.415
"2021-06-06-14",54.4165,56,44.91675,10.63
"2021-06-06-15",55,56,45,10.64
"2021-06-06-16",54.58325,56,45,10.64
"2021-06-06-17",54,56,45,10.64
"2021-06-06-18",54,56,45,10.64
"2021-06-06-19",54,56,45,10.595
"2021-06-06-20",54,56,45,10.575
"2021-06-06-21",54,55.16675,45,10.525
"2021-06-06-22",54,55,45,10.52
"2021-06-06-23",54,55,45,10.48
"2021-06-07-00",54,55,44.5,10.345
"2021-06-07-01",54,55,44,10.2
"2021-06-07-02",54,55,44,10.14
"2021-06-07-03",54,55,44,10.085
"2021-06-07-04",54,55,44,10.025
"2021-06-07-05",54.25,55,44,9.94175
"2021-06-07-06",55,55.08325,44,9.87925
"2021-06-07-07",55,55.5,44,9.82175
"2021-06-07-08",57.33325,57.4165,46.5835,10.3365
"2021-06-07-09",56.83325,57.5,46.5,10.405
"2021-06-07-10",57.08325,57.83325,46.83325,10.43825
"2021-06-07-11",57,58,47,10.515
"2021-06-07-12",57,58,46.25,10.405
"2021-06-07-13",57.66675,60.41675,47.75,10.7625
"2021-06-07-14",58.5,61,48.1665,11.0135
"2021-06-07-15",58,61,48,11.08675
"2021-06-07-16",57.33325,60.66675,48,11.18
"2021-06-07-17",57,60,48,11.165
"2021-06-07-18",57.66675,60,48.1665,11.26
"2021-06-07-19",57,60,48,11.195
"2021-06-07-20",57,59,48,11.165
"2021-06-07-21",57,58,48,11.15
"2021-06-07-22",57,58,48,11.09825
"2021-06-07-23",56.08325,58,48,11.005
"2021-06-08-00",56.1665,58,48,10.945
"2021-06-08-01",56.08325,58,48,10.865
"2021-06-08-02",56.75,58,48,10.795
"2021-06-08-03",57,58,47.08325,10.52425
"2021-06-08-04",57,58,47,10.465
"2021-06-08-05",57,58,47,10.38575
"2021-06-08-06",57,58,47,10.3425
"2021-06-08-07",57,58,47,10.33
"2021-06-08-08",57,58.33325,47,10.305
"2021-06-08-09",57,59.66675,47.1665,10.3515
"2021-06-08-10",57.16675,60.75,48,10.55825
"2021-06-08-11",58,61.08325,48.41675,10.711
"2021-06-08-12",58,61.08325,48.25,10.68075
"2021-06-08-13",58,61.08325,48.1665,10.76575
"2021-06-08-14",60.0835,63.08325,50.33325,11.4575
"2021-06-08-15",61,64,51.08325,11.87175
"2021-06-08-16",61,63.83325,51.1665,11.89675
"2021-06-08-17",60.58325,63.08325,50.41675,11.7315
"2021-06-08-18",60,62.58325,50,11.62
"2021-06-08-19",60,62,50,11.62
"2021-06-08-20",58.83325,61.75,50,11.615
"2021-06-08-21",58,61,50,11.565
"2021-06-08-22",58,61,50,11.5015
"2021-06-08-23",58,61,49.3335,11.2815
"2021-06-09-00",58,61,49,11.1275
"2021-06-09-01",58,61,49,11.035
"2021-06-09-02",58,60.58325,49,10.97
"2021-06-09-03",58,60,49,10.92
"2021-06-09-04",58,60,49,10.865
"2021-06-09-05",58,60,48.91675,10.78325
"2021-06-09-06",58,60,48,10.55
"2021-06-09-07",58,60,48,10.545
"2021-06-09-08",62.6665,62.75,51,11.15575
"2021-06-09-09",63,64.08325,52.0835,11.44425
"2021-06-09-10",64.6665,66.08325,53.4165,11.7315
"2021-06-09-11",63.91675,66.08325,52.58325,11.661
"2021-06-09-12",62.41675,64.33325,51.5,11.44075
"2021-06-09-13",61.75,63.83325,50.83325,11.40325
"2021-06-09-14",61,63,50.08325,11.36575
"2021-06-09-15",60.91675,63,50,11.49825
"2021-06-09-16",60,63,50,11.63825
"2021-06-09-17",60,62.5,50,11.695
"2021-06-09-18",60,62,50,11.75
"2021-06-09-19",58.83325,62,50,11.89175
"2021-06-09-20",58,62,50,11.95
"2021-06-09-21",58,62,50.08325,11.955
"2021-06-09-22",58,61.41675,50,11.935
"2021-06-09-23",58,61,50,11.89
"2021-06-10-00",58,61,50,11.84925
"2021-06-10-01",57.91675,61,50,11.8025
"2021-06-10-02",58,60.08325,50,11.725
"2021-06-10-03",58,60,50,11.68425
"2021-06-10-04",58,60,50,11.62
"2021-06-10-05",58,60,49.08325,11.3485
"2021-06-10-06",58,60,49,11.25675
"2021-06-10-07",58,60,49,11.21
"2021-06-10-08",58.33325,60.25,49,11.0725
"2021-06-10-09",60,61,49.5,11.2025
"2021-06-10-10",60.91675,62.33325,50.25,11.40325
"2021-06-10-11",61,62.91675,50.5,11.636
"2021-06-10-12",60.66675,62,50,11.61
"2021-06-10-13",60,62,49.91675,11.63
"2021-06-10-14",60,62,50,11.8465
"2021-06-10-15",60,62.75,50,12.125
"2021-06-10-16",60,62.83325,50,12.3725
"2021-06-10-17",60,62,50,12.48825
"2021-06-10-18",60,62,50,12.50575
"2021-06-10-19",60,62,50,12.58175
"2021-06-10-20",59.5,62,50,12.66325
"2021-06-10-21",58,62,50,12.65175
"2021-06-10-22",58,61.25,50,12.64575
"2021-06-10-23",58,61,50.08325,12.66075
"2021-06-11-00",58,61,50,12.59325
"2021-06-11-01",58,61,50,12.56425
"2021-06-11-02",58,60.33325,50,12.49425
"2021-06-11-03",57.6665,60,50,12.36575
"2021-06-11-04",57,60,50,12.28575
"2021-06-11-05",57,60,49.33325,12.034
"2021-06-11-06",57.08325,60,49,11.88
"2021-06-11-07",58,60,49,11.7975
"2021-06-11-08",57.58325,60,48.33325,11.3625
"2021-06-11-09",59,60.16675,48.91675,11.48425
"2021-06-11-10",60,61.25,49.25,11.7665
"2021-06-11-11",60,61.58325,49,11.7665
"2021-06-11-12",60,62,49.1665,11.9165
"2021-06-11-13",60,61.75,49,11.97425
"2021-06-11-14",60,61.16675,49,12.07325
"2021-06-11-15",59.33325,61.16675,49,12.2325
"2021-06-11-16",58,62,49,12.46
"2021-06-11-17",58,61.16675,49,12.57675
"2021-06-11-18",58,61,49,12.66425
"2021-06-11-19",58,61,49,12.85075
"2021-06-11-20",58,61,49,12.95
"2021-06-11-21",57.5,61,49,12.95
"2021-06-11-22",57,61,49.66675,13.13575
"2021-06-11-23",57,60.83325,50,13.22
"2021-06-12-00",57,60,50,13.1865
"2021-06-12-01",57,60,49.5,12.98075
"2021-06-12-02",57,60,49,12.7925
"2021-06-12-03",57,58.33325,49,12.6875
"2021-06-12-04",57,58,49,12.6
"2021-06-12-05",57,58,49,12.4775
"2021-06-12-06",57,58,48.33325,12.17675
"2021-06-12-07",57,58,48,12.04075
"2021-06-12-08",57,58,48,12.04075
"2021-06-12-09",57,58,47,11.8025
"2021-06-12-10",57,58,47,11.79675
"2021-06-12-11",57,58.33325,47,11.845
"2021-06-12-12",57,60,47,11.90925
"2021-06-12-13",57,60,47,12.0175
"2021-06-12-14",57,60,47,12.13825
"2021-06-12-15",57,60,47,12.24175
"2021-06-12-16",57,60,47,12.484
"2021-06-12-17",57,60,47,12.72325
