"Time","CO2_Interieur_Sud.mean","CO2_Interieur_Nord.mean","CO2_E4000.mean","COV_E4000.mean  x100"
"2019-04-29-03",351.76,336.81575,337.21575,64.06675
"2019-04-29-04",350.77325,338.392,338.2425,63.43325
"2019-04-29-05",350.048,337.41325,339.52,63
"2019-04-29-06",350.5705,338.704,342.8135,62.13325
"2019-04-29-07",353.10925,332.16175,342.736,61.8165
"2019-04-29-08",374.7575,364.4265,370.099,60.1835
"2019-04-29-09",520.4285,499.0085,515.1985,71.38
"2019-04-29-10",561.69625,543.1145,548.912,24.69975
"2019-04-29-11",579.03475,572.20275,565.44,21.7335
"2019-04-29-12",548.4905,520.17075,530.87975,23.15
"2019-04-29-13",585.086,555.62125,570.635,22.3665
"2019-04-29-14",800.28925,756.3395,780.53225,22.11675
"2019-04-29-15",967.2745,897.67475,906.9655,25.38325
"2019-04-29-16",994.261,910.99425,937.088,22.8835
"2019-04-29-17",921.536,855.456,869.41,23.3105
"2019-04-29-18",785.61275,751.54675,758.9995,23.2005
"2019-04-29-19",700.0865,676.064,683.804,24.1895
"2019-04-29-20",632.57475,619.44,626.811,24.9655
"2019-04-29-21",594.31875,577.6325,586.388,25
"2019-04-29-22",550.51875,527.41225,545.93325,24.95
"2019-04-29-23",512.5065,495.97925,515.123,24.2335
"2019-04-30-00",498.944,469.29475,492.73075,23.2165
"2019-04-30-01",480.3505,448.869,474.04275,22.7335
"2019-04-30-02",464.1585,446.144,459.7385,21.79975
"2019-04-30-03",454.064,433.15725,448.76275,20.86675
"2019-04-30-04",442.5225,427.76,435.09875,19.8
"2019-04-30-05",432.7095,412.944,426.736,18.31675
"2019-04-30-06",425.371,412.848,419.9465,16.98325
"2019-04-30-07",420.7255,407.5785,415.14125,15.69975
"2019-04-30-08",516.2985,468.90675,506.38625,6.25
"2019-04-30-09",638.36775,595.6,607.5935,6.85
"2019-04-30-10",688.7255,656.56225,665.685,8.0665
"2019-04-30-11",849.34075,813.0905,821.7095,18.9335
"2019-04-30-12",746.50675,719.3335,716.78075,14.93325
"2019-04-30-13",675.34925,655.97875,656.35725,18.15025
"2019-04-30-14",697.472,671.71925,674.257,21.85025
"2019-04-30-15",712.3625,702.71,694.832,19.91675
"2019-04-30-16",701.48275,673.86675,675.6425,14.3
"2019-04-30-17",639.8665,604.453,619.827,14.4335
"2019-04-30-18",600.2545,585.344,591.424,23.19975
"2019-04-30-19",580.016,562.76625,568.77325,27.8835
"2019-04-30-20",537.29075,536.15475,555.83975,32.18325
"2019-04-30-21",526.87475,517.30675,542.64,34.18325
"2019-04-30-22",512.63575,505.749,527.07725,34.9165
"2019-04-30-23",500.0765,486.46425,515.52525,34.85
"2019-05-01-00",502.52975,467.67275,501.76,34.7
"2019-05-01-01",489.43475,471.536,490.9175,33.38325
"2019-05-01-02",479.8825,462.7095,478.5495,32.18325
"2019-05-01-03",452.36375,452.1595,469.74925,31.03325
"2019-05-01-04",460.59725,446.16,459.936,29.7165
"2019-05-01-05",445.8765,438.70425,453.94125,28.46675
"2019-05-01-06",443.77075,424.4635,445.0505,27.0335
"2019-05-01-07",436.2185,423.31725,437.568,26.1
"2019-05-01-08",429.87725,416.54925,430.144,26.03325
"2019-05-01-09",422.49275,410.064,417.08275,26
"2019-05-01-10",415.658666666667,400.93875,409.02425,26.41675
"2019-05-01-11",408.544,394.8375,404.79525,27.65025
"2019-05-01-12",397.56825,385.26425,395.04525,27.71675
"2019-05-01-13",392.49025,379.98925,390.13875,29.7
"2019-05-01-14",385.24025,372.5775,387.2855,31.48325
"2019-05-01-15",384.83725,374.34125,386.12275,32.1
"2019-05-01-16",388.2665,370.129,379.2215,33.28325
"2019-05-01-17",388.144,370.45875,384.128,35.54975
"2019-05-01-18",388.03225,368.4055,383.4665,36.73325
"2019-05-01-19",389.54125,372.83175,386.544,41.41675
"2019-05-01-20",391.4935,377.73325,393.18925,45.83325
"2019-05-01-21",393.50225,378.6995,393.6215,47.9165
"2019-05-01-22",392.88475,383.67475,396.91225,46.817
"2019-05-01-23",403.136,388.26125,398.61875,46.34975
"2019-05-02-00",404.928,390.19725,402.28275,44.85
"2019-05-02-01",409.245,384.45475,400.52275,43.06675
"2019-05-02-02",408.43725,394.32525,403.78675,42
"2019-05-02-03",414.37875,394.28275,409.26375,40.35025
"2019-05-02-04",414.8745,396.56525,406.427,38.88325
"2019-05-02-05",413.17325,388.22975,403.01325,37.05
"2019-05-02-06",407.184,390.48,402.336,35.40025
"2019-05-02-07",399.65025,393.7815,400.89075,34.08325
"2019-05-02-08",416.99725,405.789,418.73775,34.78325
"2019-05-02-09",544.289,553.169,533.49125,47.56675
"2019-05-02-10",421.76,403.582,413.958,50.75525
"2019-05-02-11",492.8535,497.7225,497.808,28.58325
"2019-05-02-12",563.8825,543.94675,555.284,36.6
"2019-05-02-13",625.93075,633.87925,623.984,41.88325
"2019-05-02-14",717.138,748.2025,707.491,47.46675
"2019-05-02-15",765.97325,812,767.93425,53.4
"2019-05-02-16",817.20625,814.8905,812.672,52.01675
"2019-05-02-17",733.3045,723.41625,725.6745,47.33325
"2019-05-02-18",675.5945,661.41975,655.831,47.7835
"2019-05-02-19",631.61075,606.63925,614.4735,48.2165
"2019-05-02-20",587.53075,565.12525,576.96,46.04975
"2019-05-02-21",542.5155,521.2685,545.792,45.0835
"2019-05-02-22",522.1175,500.82125,519.21075,44.28325
"2019-05-02-23",498.2505,478.99725,498.512,43.78325
"2019-05-03-00",481.744,456.40375,478.144,43.2
"2019-05-03-01",465.8785,446.5975,471.1465,43.05
"2019-05-03-02",455.2,438.4855,453.12,41.95
"2019-05-03-03",443.3815,422.976,443.9945,41.5165
"2019-05-03-04",434.90125,421.4455,434.3895,41.0835
"2019-05-03-05",429.28,413.904,427.6265,41.2335
"2019-05-03-06",420.52275,407.86675,420.603,41.4
"2019-05-03-07",415.70675,405.0505,417.31725,41.3
"2019-05-03-08",459.99175,435.451,455.5145,38.9665
"2019-05-03-09",581.44525,577.2605,579.869,50.6
"2019-05-03-10",631.584,607.344,610.44275,43.3335
"2019-05-03-11",703.11,681.344,665.2625,46.8665
"2019-05-03-12",745.721,723.7465,736.4055,51.03325
"2019-05-03-13",691.0415,666.72525,668.448,47.4
"2019-05-03-14",638.22425,618.36775,625.22125,49.69975
"2019-05-03-15",597.7665,578.19725,576.1015,50.2
"2019-05-03-16",562.8,537.53075,555.25875,50.80025
"2019-05-03-17",531.3655,504.7635,533.3495,51.8165
"2019-05-03-18",515.4135,496.85875,511.4705,52.2665
"2019-05-03-19",502.192,482.13925,498.42125,51.24975
"2019-05-03-20",474.184,463.568,485.27475,50
"2019-05-03-21",477.456,453.2105,474.05325,49.18325
"2019-05-03-22",464.1865,445.904,462.43725,48.08325
"2019-05-03-23",455.088,438.7735,456.1545,47.61675
"2019-05-04-00",447.4775,430.14375,443.728,46.4
"2019-05-04-01",443.1415,425.355,440.63475,45.8
"2019-05-04-02",436.2025,422.032,435.97875,44.95
"2019-05-04-03",429.856,419.49875,429.6,43.73325
"2019-05-04-04",426.27725,413.39225,425.64775,42.25
"2019-05-04-05",422.66725,409.57875,423.27475,40.76675
"2019-05-04-06",420.41625,407.41325,420.79975,39.1165
"2019-05-04-07",419.378,404.61575,418.24025,38.0835
"2019-05-04-08",411.24725,393.0095,410.2665,37.38325
"2019-05-04-09",405.6275,394.992,405.936,37.8665
"2019-05-04-10",399.136,383.8295,398.742,36.93325
"2019-05-04-11",389.0025,376.58675,388.9975,36.06675
"2019-05-04-12",375.7205,362.84275,376.56,20.3115
"2019-05-04-13",359.11975,338.64675,355.1785,17.63325
"2019-05-04-14",360.22975,351.39175,360.52775,29.5165
"2019-05-04-15",365.1465,353.96275,361.9145,33.8165
"2019-05-04-16",365.5895,352.73625,363.26925,33.63325
"2019-05-04-17",365.59975,348.4905,360.00525,34.43325
"2019-05-04-18",366.5975,353.76025,360.448,38.5835
"2019-05-04-19",368.944,349.45825,365.0615,39.6165
"2019-05-04-20",368.309,351.941,368.368,36.8
"2019-05-04-21",358.362,354.752,361.47225,34.11675
"2019-05-04-22",361.5735,339.23775,357.611,30.5335
"2019-05-04-23",356.992,345.2905,351.9465,24.517
"2019-05-05-00",358.6615,338.71125,352.82125,23.8835
"2019-05-05-01",357.59475,344.8375,351.10425,22.8165
"2019-05-05-02",356.2255,338.93325,349.8615,20.9335
"2019-05-05-03",356.2345,338.81075,352.96525,19.7
"2019-05-05-04",353.86675,342.288,350.848,13.7835
"2019-05-05-05",336.75475,340.352,352.064,9.78325
"2019-05-05-06",355.9935,339.104,348.7735,7.31675
"2019-05-05-07",354.6345,336.4215,347.63225,5.51675
"2019-05-05-08",347.843,333.72275,345.60525,6.05
"2019-05-05-09",348.86375,328.864,344.07475,7.28325
"2019-05-05-10",345.29625,329.46925,343.51975,7.4165
"2019-05-05-11",345.1785,325.5865,341.92025,6.56675
"2019-05-05-12",345.46675,328.48825,339.37875,5.8665
"2019-05-05-13",344.4375,321.00525,335.3255,4.2835
"2019-05-05-14",344.8905,324.424,338.848,2.83325
"2019-05-05-15",343.659,325.93325,333.95475,3.10025
"2019-05-05-16",344.0095,326.64775,335.90375,4.7335
"2019-05-05-17",342.57075,329.48525,336.19475,6.18325
"2019-05-05-18",345.99975,323.64175,336.34925,8.1835
"2019-05-05-19",344.64525,329.944,339.6,8.63325
"2019-05-05-20",347.78125,328.352,337.54675,8.28325
"2019-05-05-21",347.73325,331.6935,339.60275,6.9335
"2019-05-05-22",349.78675,324.2935,337.5815,5.3
"2019-05-05-23",350.352,336.4215,339.70125,5.3335
"2019-05-06-00",346.27725,330.875,342.39475,7.73325
"2019-05-06-01",340.9075,327.6065,337.8535,8.98325
"2019-05-06-02",347.328,333.928,339.528,9.28325
"2019-05-06-03",346.99725,328.153,336.81325,9.7
"2019-05-06-04",345.504,330.7015,338.869,10
"2019-05-06-05",349.07725,332.61075,337.824,9.9335
"2019-05-06-06",345.5985,334.8825,342.12825,9.5335
"2019-05-06-07",347.1465,332.21875,337.808,9.31675
"2019-05-06-08",368.8265,351.784,361.45325,9.6
"2019-05-06-09",503.0345,483.6265,488.642,14.61675
"2019-05-06-10",604.68975,586.39825,586.6605,18.63325
"2019-05-06-11",653.9895,644.56,631.44525,19.26675
"2019-05-06-12",587.7225,567.216,561.1415,15.1
"2019-05-06-13",586.2505,557.77575,567.184,13.5
"2019-05-06-14",732.37125,730.912,697.53025,14.25
"2019-05-06-15",761.0315,760.09625,732.2985,14.58325
"2019-05-06-16",817.41975,791.34925,799.872,16.95
"2019-05-06-17",896.697,789.03425,833.06675,17.85
"2019-05-06-18",728.72425,709.9565,709.2505,15.36675
"2019-05-06-19",651.8435,624.903,628.366,16.15
"2019-05-06-20",596.848,577.9745,586.016,17.73325
"2019-05-06-21",556.8855,529.415,551.36,17.85
"2019-05-06-22",513.60425,503.9895,517.0245,17.8165
"2019-05-06-23",499.046,482.58125,496.7465,16.83325
"2019-05-07-00",481.344,453.79675,478.203,16.11675
"2019-05-07-01",458.00125,445.2375,459.038,15.08325
"2019-05-07-02",447.5735,430.48525,444.48525,13.46675
"2019-05-07-03",438.1705,420.64,427.941,11.98325
"2019-05-07-04",429.0135,406.5505,416.26125,10.06675
"2019-05-07-05",420.272,403.15225,410.592,8.68325
"2019-05-07-06",412.45075,396.81075,403.2215,7.51675
"2019-05-07-07",406.7575,393.39225,396.50125,6.18325
"2019-05-07-08",418.20275,393.49875,401.98925,7.1
"2019-05-07-09",506.232,489.68525,499.4235,12.33325
"2019-05-07-10",552.3785,504.98675,530.864,14.7835
"2019-05-07-11",623.793,600.9365,608.2005,16.83325
"2019-05-07-12",667.80575,650.336,648.8425,22.0335
"2019-05-07-13",624.949,610.37875,622.06575,26.16675
"2019-05-07-14",586.8455,577.0375,568.593,21.16675
"2019-05-07-15",385.7705,383.88275,388.2765,3.18325
"2019-05-07-16",395.27275,415.312,392.2615,2.28325
"2019-05-07-17",390.128,379.531,389.104,17.98325
"2019-05-07-18",392.43025,373.8935,389.58925,26.6665
"2019-05-07-19",392.74125,379.4825,388.14925,32.10025
"2019-05-07-20",392.31475,379.76525,386.7255,35.49975
"2019-05-07-21",389.3925,385.11475,392.99725,38.89975
"2019-05-07-22",391.904,383.376,394.33575,40.1
"2019-05-07-23",390.93325,379.94675,387.6425,37.79975
"2019-05-08-00",391.4775,371.3825,382.95475,39.01675
"2019-05-08-01",384.0225,375.74925,385.83475,39.8165
"2019-05-08-02",391.4135,373.79725,384.7895,40.7
"2019-05-08-03",383.2995,373.65875,383.5145,41.0335
"2019-05-08-04",387.64825,372.19775,381.16275,41.81675
"2019-05-08-05",386.2615,373.34925,379.43475,42.5165
"2019-05-08-06",389.5895,371.62675,379.9145,41.48325
"2019-05-08-07",386.05875,369.65325,379.02575,42.20675
"2019-05-08-08",386.78375,371.51475,381.95925,43.01775
"2019-05-08-09",383.15725,370.42125,375.38225,43.77925
"2019-05-08-10",384.70925,369.62125,375.712,44.3165
"2019-05-08-11",374.63375,365.392,372.192,44.98325
"2019-05-08-12",374.74675,361.8985,366.544,45.68325
"2019-05-08-13",373.25325,357.184,363.21075,46.03325
"2019-05-08-14",363.969,349.47725,355.6055,41.96675
"2019-05-08-15",353.34375,340.0935,343.31975,34.15025
"2019-05-08-16",340.08475,321.813,333.05875,20.65025
"2019-05-08-17",332.013,318.59725,325.36775,13.8335
"2019-05-08-18",335.4615,319.072,326.48775,19.68325
"2019-05-08-19",334.25775,326.05725,331.67725,29.65
"2019-05-08-20",342.98675,327.52,334.11175,35.0665
"2019-05-08-21",344.93325,333.4375,336.6535,38.51675
"2019-05-08-22",344.269,335.96,339.92275,41.26675
"2019-05-08-23",346.724,335.456,343.90675,42.68325
"2019-05-09-00",352.8535,340.4055,344.17625,43.56675
"2019-05-09-01",355.9415,339.50925,345.5305,43.43325
"2019-05-09-02",349.91625,335.85425,343.94925,43.1
"2019-05-09-03",357.2585,341.77775,346.8695,43.13325
"2019-05-09-04",355.6125,343.62125,348.9335,43.21675
"2019-05-09-05",359.568,342.224,349.33325,43.45
"2019-05-09-06",361.6535,343.36025,350.848,43.73325
"2019-05-09-07",361.6235,346.00525,350.19725,43.95
"2019-05-09-08",362.69425,350.41075,359.024,44.14975
"2019-05-09-09",488.63375,457.85575,481.2395,51.13325
"2019-05-09-10",627.22175,531.98275,557.78675,57.28325
"2019-05-09-11",704.17,659.13275,675.6135,64.05
"2019-05-09-12",733.952,701.9735,715.48125,67.66675
"2019-05-09-13",808.5015,775.66075,807.444,62.25
"2019-05-09-14",924.922,896.416,900.4905,67.25
"2019-05-09-15",974.435333333333,951.808,952.20675,75.13325
"2019-05-09-16",965.792,945.173,943.46675,79.51675
"2019-05-09-17",873.08775,857.87075,857.6375,79.18325
"2019-05-09-18",768.92975,774.6485,767.21075,74.7335
"2019-05-09-19",719.392,678.59,700.3715,72.9
"2019-05-09-20",665.55525,652.848,655.6105,71.6
"2019-05-09-21",626.29325,608.98675,610.13475,69.7835
"2019-05-09-22",586.7945,568.7415,580.8,69.2
"2019-05-09-23",550.672,537.02925,552.49625,68.7335
"2019-05-10-00",530.974,512.45325,530.59725,67.8165
"2019-05-10-01",512.6025,492.73525,510.1875,67.05025
"2019-05-10-02",493.7815,478.176,494.752,66.08325
"2019-05-10-03",482.41075,461.164,477.14125,65.1
"2019-05-10-04",466.91725,449.7015,466.56,64.83325
"2019-05-10-05",456.90675,442.99725,453.056,64.1
"2019-05-10-06",446.931,434.096,444.34675,63.76675
"2019-05-10-07",440.69325,429.936,441.824,63.3
"2019-05-10-08",411.13175,412.55475,410.73275,27.38325
"2019-05-10-09",516.19225,470.23875,487.65375,50.03325
"2019-05-10-10",377.5095,368.40525,373.06125,22.34975
"2019-05-10-11",502.76025,490.927,495.7645,52.05
"2019-05-10-12",527.33875,527.85925,527.96975,62.13325
"2019-05-10-13",512.095,496.37875,509.5095,66.98325
"2019-05-10-14",514.36275,479.37675,506.0695,73.95
"2019-05-10-15",493.21075,475.9145,493.8985,78.6
"2019-05-10-16",487.52525,463.6375,484.40525,81.69975
"2019-05-10-17",480.032,447.81625,477.78125,85.8
"2019-05-10-18",475.392,454.3895,476.704,90.7
"2019-05-10-19",473.9305,448.896,473.26925,92.3165
"2019-05-10-20",471.63725,443.016,474.6775,96.78325
"2019-05-10-21",470.16525,451.2215,474.52275,99.18525
"2019-05-10-22",458.83475,450.6445,476.36275,99.1835
"2019-05-10-23",461.7495,445.3655,472.16525,99.8835
"2019-05-11-00",463.37625,447.1415,473.5625,99.98325
"2019-05-11-01",458.70925,444.336,467.6,98.55
"2019-05-11-02",454.98675,431.611,460.65075,96.83325
"2019-05-11-03",454.05825,433.44525,455.7385,95.45
"2019-05-11-04",442.286,427.60525,452.304,94.16675
"2019-05-11-05",441.1955,424.55475,446.85325,92.91675
"2019-05-11-06",437.89325,422.816,441.00275,92.3
"2019-05-11-07",431.0935,418.4215,435.8455,91.73325
"2019-05-11-08",420.64525,408.9065,428.96,89.05
"2019-05-11-09",410.7785,394.75575,413.9735,84.85
"2019-05-11-10",407.8345,391.597,405.445,84.3165
"2019-05-11-11",400.60275,379.60175,398.52575,84.35
"2019-05-11-12",394.183,378.13325,392.36275,84.6335
"2019-05-11-13",391.56275,375.5625,391.80275,81.15
"2019-05-11-14",389.53075,375.632,390.98675,78.067
"2019-05-11-15",394.22925,378.60775,392.84775,78.75
"2019-05-11-16",390.30425,373.19725,390.432,81.38325
"2019-05-11-17",392.736,375.3865,390.7255,82.53325
"2019-05-11-18",392.0105,379.37625,394.368,83.46675
"2019-05-11-19",394.448,377.317,391.3815,83.5165
"2019-05-11-20",386.1685,378.64525,390.56,82.01675
"2019-05-11-21",391.648,378.89625,391.41875,81.89975
"2019-05-11-22",386.816,374.58125,387.6585,81
"2019-05-11-23",391.296,376.272,385.3495,80.26675
"2019-05-12-00",382.0995,375.00275,383.76,79.6665
"2019-05-12-01",384.56,372.30425,384.34675,79.51675
"2019-05-12-02",384.384,372.83725,383.312,78.61675
"2019-05-12-03",379.68525,367.48275,380.91725,78.05
"2019-05-12-04",373.791,362.436,377.8135,78
"2019-05-12-05",375.41325,365.312,378.048,77.58325
"2019-05-12-06",376.67725,366.61325,374.02675,77.35
"2019-05-12-07",372.95475,357.504,373.12525,77.18325
"2019-05-12-08",369.6105,362.65075,374.76825,77
"2019-05-12-09",367.8825,359.31725,370.20275,77.81675
"2019-05-12-10",367.3385,355.41325,366.84825,77.15
"2019-05-12-11",365.952,349.16425,369.4985,73.00025
"2019-05-12-12",369.33875,355.776,368.7095,70.68325
"2019-05-12-13",370.08,356.976,365.57875,69.23325
"2019-05-12-14",369.58925,356.92775,366.9015,68.95
"2019-05-12-15",367.76525,349.54675,367.36025,67.81675
"2019-05-12-16",366.2505,355.67975,367.115,67.51675
"2019-05-12-17",369.7655,355.24275,368.9335,65.76675
"2019-05-12-18",368.79475,356.14925,366.72,64.43325
"2019-05-12-19",370.8785,355.2375,370.8695,64.6335
"2019-05-12-20",363.46525,352.155,369.95725,63.85
"2019-05-12-21",371.968,360.03725,369.8345,63.40025
"2019-05-12-22",365.6755,360.896,371.9895,63.75
"2019-05-12-23",373.3225,353.5205,368.5385,64.38325
"2019-05-13-00",372.48525,359.35475,369.80275,65.01675
"2019-05-13-01",372.79475,361.60025,367.0665,65.41675
"2019-05-13-02",374.4055,361.499,373.49325,65
"2019-05-13-03",374.71475,355.92475,372.4265,64.91675
"2019-05-13-04",373.024,361.95225,372.7945,64.35
"2019-05-13-05",374.04275,364.0745,371.26925,63.48325
"2019-05-13-06",367.0095,363.52,370.41075,63
"2019-05-13-07",374.0535,362.576,370.112,63.7
"2019-05-13-08",416.26175,428.152,432.16725,69.5665
"2019-05-13-09",567.39125,545.829,551.864,75.38325
"2019-05-13-10",646.71475,618,611.648,75.1
"2019-05-13-11",733.90925,720.16,691.4655,82.1835
"2019-05-13-12",726.951,719.21075,712.17625,83.55
"2019-05-13-13",439.17175,420.1635,427.40725,36.8
"2019-05-13-14",389.4985,395.59975,393.1895,25.91675
"2019-05-13-15",502.96675,512.71525,520.101,45.03325
"2019-05-13-16",621.038,595.14725,608.65075,56.5
"2019-05-13-17",563.50875,552.128,565.44525,59
"2019-05-13-18",539.76,520.23825,540.90125,63.15
"2019-05-13-19",512.972,498.7785,519.69775,67.35
"2019-05-13-20",498.36275,481.504,503.903,70.75
"2019-05-13-21",475.276,467.70675,491.328,71.9
"2019-05-13-22",476.957,459.541,478.224,72.15
"2019-05-13-23",468.13875,438.612,468.31975,71.9
"2019-05-14-00",462.2775,439.47725,460.5495,71.98325
"2019-05-14-01",453.28525,435.0505,454.43725,71.11675
"2019-05-14-02",445.2,428.25075,448.32525,70.2335
"2019-05-14-03",429.36825,423.92,438.24,69.24975
"2019-05-14-04",436.3145,418.976,436.24525,67.95
"2019-05-14-05",422.5465,413.584,428.16525,66.24975
"2019-05-14-06",425.856,410.416,422.17275,65.14975
"2019-05-14-07",421.48275,408.19175,418.725,64.15
"2019-05-14-08",433.37225,414.78925,432.58525,109.73125
"2019-05-14-09",711.4885,695.526,723.195,171.23325
"2019-05-14-10",967.573,956.914,953.73875,194.3835
"2019-05-14-11",964.25625,949.86675,937.67475,180.64975
"2019-05-14-12",927.30575,915.33675,884.36525,159.80025
"2019-05-14-13",848.981,812.285,820.544,148.1
"2019-05-14-14",578.67175,598.489,566.2725,82.178
"2019-05-14-15",406.92825,403.792,402.0745,34.98325
"2019-05-14-16",481.504,453.5465,461.8665,37.8835
"2019-05-14-17",569.95825,493.728,522.9845,59.96675
"2019-05-14-18",546.26675,501.9735,525.71725,64.4165
"2019-05-14-19",497.328,463.22,488.912,65.33325
"2019-05-14-20",474.52275,456.5975,480.59725,71.183
"2019-05-14-21",455.456,447.84,471.5035,74.93325
"2019-05-14-22",453.671,443.6375,466.11725,76.8835
"2019-05-14-23",448.3755,435.80275,457.824,76.033
"2019-05-15-00",448.5225,431.8135,450.9815,74.94975
"2019-05-15-01",440.9545,419.92525,441.47175,73.4
"2019-05-15-02",426.426,418.76275,436.7575,72.38325
"2019-05-15-03",429.55225,413.82975,429.059,70.95
"2019-05-15-04",422.2615,399.49775,420.50125,68.7835
